id,date,kickoffAt,timeIST,season,sport,league,leagueId,homeTeam,awayTeam,homeGoals,awayGoals,FTHG,FTAG,FTR,completed,B365H,B365D,B365A
FRA_LIGUE1-1617-0,2016-08-12T00:00:00.000Z,2016-08-12T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Bastia,Paris SG,0,1,0,1,A,True,13.0,4.75,1.29
FRA_LIGUE1-1617-1,2016-08-12T00:00:00.000Z,2016-08-12T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Monaco,Guingamp,2,2,2,2,D,True,1.62,3.8,5.25
ENG_PL-1617-0,2016-08-13T00:00:00.000Z,2016-08-13T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Burnley,Swansea,0,1,0,1,A,True,2.4,3.3,3.25
FRA_LIGUE1-1617-3,2016-08-13T00:00:00.000Z,2016-08-13T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Caen,Lorient,3,2,3,2,H,True,2.2,3.25,3.5
FRA_LIGUE1-1617-4,2016-08-13T00:00:00.000Z,2016-08-13T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Dijon,Nantes,0,1,0,1,A,True,2.5,3.1,3.1
FRA_LIGUE1-1617-5,2016-08-13T00:00:00.000Z,2016-08-13T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Metz,Lille,3,2,3,2,H,True,3.4,3.2,2.2
FRA_LIGUE1-1617-6,2016-08-13T00:00:00.000Z,2016-08-13T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Montpellier,Angers,1,0,1,0,H,True,2.1,3.1,4.0
FRA_LIGUE1-1617-2,2016-08-13T00:00:00.000Z,2016-08-13T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Bordeaux,St Etienne,3,2,3,2,H,True,2.5,3.1,3.1
ENG_PL-1617-6,2016-08-13T00:00:00.000Z,2016-08-13T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Southampton,Watford,1,1,1,1,D,True,1.8,3.75,5.0
ENG_PL-1617-5,2016-08-13T00:00:00.000Z,2016-08-13T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Middlesbrough,Stoke,1,1,1,1,D,True,2.38,3.2,3.4
ENG_PL-1617-4,2016-08-13T00:00:00.000Z,2016-08-13T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Manchester City,Sunderland,2,1,2,1,H,True,1.25,6.5,15.0
ENG_PL-1617-3,2016-08-13T00:00:00.000Z,2016-08-13T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Hull,Leicester,2,1,2,1,H,True,4.5,3.6,1.91
ENG_PL-1617-2,2016-08-13T00:00:00.000Z,2016-08-13T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Everton,Tottenham,1,1,1,1,D,True,3.2,3.4,2.4
ENG_PL-1617-1,2016-08-13T00:00:00.000Z,2016-08-13T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Crystal Palace,West Brom,0,1,0,1,A,True,2.0,3.3,4.5
ENG_PL-1617-8,2016-08-14T00:00:00.000Z,2016-08-14T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Bournemouth,Manchester United,1,3,1,3,A,True,4.75,3.6,1.85
FRA_LIGUE1-1617-8,2016-08-14T00:00:00.000Z,2016-08-14T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Nancy,Lyon,0,3,0,3,A,True,3.5,3.3,2.15
FRA_LIGUE1-1617-7,2016-08-14T00:00:00.000Z,2016-08-14T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Marseille,Toulouse,0,0,0,0,D,True,2.0,3.3,4.0
FRA_LIGUE1-1617-9,2016-08-14T00:00:00.000Z,2016-08-14T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Nice,Rennes,1,0,1,0,H,True,2.38,3.1,3.25
ENG_PL-1617-7,2016-08-14T00:00:00.000Z,2016-08-14T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Arsenal,Liverpool,3,4,3,4,A,True,2.4,3.5,3.1
ENG_PL-1617-9,2016-08-15T00:00:00.000Z,2016-08-15T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Chelsea,West Ham,2,1,2,1,H,True,1.65,4.0,6.0
FRA_LIGUE1-1617-10,2016-08-19T00:00:00.000Z,2016-08-19T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Lyon,Caen,2,0,2,0,H,True,1.33,4.75,9.5
ESP_LALIGA-1617-0,2016-08-19T00:00:00.000Z,2016-08-19T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,La Coruna,Eibar,2,1,2,1,H,True,1.95,3.4,4.2
ESP_LALIGA-1617-1,2016-08-19T00:00:00.000Z,2016-08-19T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Malaga,Osasuna,1,1,1,1,D,True,1.62,3.75,6.0
ENG_PL-1617-10,2016-08-19T00:00:00.000Z,2016-08-19T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Manchester United,Southampton,2,0,2,0,H,True,1.53,4.2,7.5
FRA_LIGUE1-1617-13,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Nantes,Monaco,0,1,0,1,A,True,2.5,3.0,3.0
FRA_LIGUE1-1617-14,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Angers,Nice,0,1,0,1,A,True,2.5,3.0,3.2
FRA_LIGUE1-1617-11,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Toulouse,Bordeaux,4,1,4,1,H,True,2.3,3.2,3.25
FRA_LIGUE1-1617-12,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Rennes,Nancy,2,0,2,0,H,True,2.1,3.25,3.8
ITA_SERIEA-1617-1,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Roma,Udinese,4,0,4,0,H,True,1.44,4.5,7.5
ESP_LALIGA-1617-2,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Barcelona,Betis,6,2,6,2,H,True,1.08,11.0,29.0
ESP_LALIGA-1617-3,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Granada,Villarreal,1,1,1,1,D,True,2.5,3.2,3.0
ESP_LALIGA-1617-4,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Sevilla,Espanol,6,4,6,4,H,True,1.67,4.0,5.0
FRA_LIGUE1-1617-15,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Lille,Dijon,1,0,1,0,H,True,1.67,3.5,6.0
FRA_LIGUE1-1617-16,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Lorient,Bastia,0,3,0,3,A,True,1.85,3.5,4.5
ITA_SERIEA-1617-0,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Juventus,Fiorentina,2,1,2,1,H,True,1.5,4.2,7.0
ENG_PL-1617-16,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Leicester,Arsenal,0,0,0,0,D,True,2.88,3.6,2.5
ENG_PL-1617-11,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,West Brom,Everton,1,2,1,2,A,True,3.0,3.25,2.6
ENG_PL-1617-12,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Watford,Chelsea,1,2,1,2,A,True,5.5,3.8,1.73
ENG_PL-1617-13,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Tottenham,Crystal Palace,1,0,1,0,H,True,1.45,4.75,8.0
ENG_PL-1617-17,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Swansea,Hull,0,2,0,2,A,True,1.8,3.6,5.25
ENG_PL-1617-15,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Stoke,Manchester City,1,4,1,4,A,True,5.5,3.8,1.73
ENG_PL-1617-14,2016-08-20T00:00:00.000Z,2016-08-20T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Burnley,Liverpool,2,0,2,0,H,True,6.5,4.2,1.57
ITA_SERIEA-1617-4,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Genoa,Cagliari,3,1,3,1,H,True,2.05,3.3,3.8
ITA_SERIEA-1617-5,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Pescara,Napoli,2,2,2,2,D,True,7.5,4.5,1.44
ITA_SERIEA-1617-6,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Chievo,Inter,2,0,2,0,H,True,3.75,3.3,2.1
ENG_PL-1617-18,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Sunderland,Middlesbrough,1,2,1,2,A,True,2.55,3.2,3.1
ITA_SERIEA-1617-8,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Atalanta,Lazio,3,4,3,4,A,True,3.1,3.25,2.4
ITA_SERIEA-1617-9,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Empoli,Sampdoria,0,1,0,1,A,True,2.3,3.2,3.3
ITA_SERIEA-1617-3,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Milan,Torino,3,2,3,2,H,True,1.85,3.5,4.33
FRA_LIGUE1-1617-19,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,St Etienne,Montpellier,3,1,3,1,H,True,2.05,3.25,3.75
FRA_LIGUE1-1617-18,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Paris SG,Metz,3,0,3,0,H,True,1.13,8.0,26.0
FRA_LIGUE1-1617-17,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Guingamp,Marseille,2,1,2,1,H,True,2.7,3.1,2.8
ENG_PL-1617-19,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,West Ham,Bournemouth,1,0,1,0,H,True,1.95,3.75,4.0
ITA_SERIEA-1617-7,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Bologna,Crotone,1,0,1,0,H,True,1.85,3.5,5.0
ITA_SERIEA-1617-2,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Palermo,Sassuolo,0,1,0,1,A,True,3.0,3.2,2.5
ESP_LALIGA-1617-5,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Atletico Madrid,Alaves,1,1,1,1,D,True,1.2,6.5,17.0
ESP_LALIGA-1617-6,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Sociedad,Real Madrid,0,3,0,3,A,True,4.75,3.8,1.75
ESP_LALIGA-1617-7,2016-08-21T00:00:00.000Z,2016-08-21T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Sp Gijon,Athletic Bilbao,2,1,2,1,H,True,4.0,3.5,1.95
ESP_LALIGA-1617-8,2016-08-22T00:00:00.000Z,2016-08-22T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Celta,Leganes,0,1,0,1,A,True,1.65,3.75,5.75
ESP_LALIGA-1617-9,2016-08-22T00:00:00.000Z,2016-08-22T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Valencia,Las Palmas,2,4,2,4,A,True,1.73,3.75,5.0
ESP_LALIGA-1617-10,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Espanol,Malaga,2,2,2,2,D,True,2.3,3.1,3.4
GER_BUNDESLIGA-1617-0,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,07:30 PM IST,2016-17,football,Bundesliga,GER_BUNDESLIGA,Bayern Munich,Werder Bremen,6,0,6,0,H,True,1.1,10.0,23.0
FRA_LIGUE1-1617-20,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Marseille,Lorient,2,0,2,0,H,True,1.75,3.6,5.0
ESP_LALIGA-1617-11,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Betis,La Coruna,0,0,0,0,D,True,2.2,3.2,3.5
FRA_LIGUE1-1617-22,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Nice,Lille,1,1,1,1,D,True,2.5,3.0,3.0
GER_BUNDESLIGA-1617-2,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Bundesliga,GER_BUNDESLIGA,Dortmund,Mainz,2,1,2,1,H,True,1.36,5.0,8.5
GER_BUNDESLIGA-1617-1,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Bundesliga,GER_BUNDESLIGA,Augsburg,Wolfsburg,0,2,0,2,A,True,2.8,3.25,2.6
ESP_LALIGA-1617-13,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Leganes,Atletico Madrid,0,0,0,0,D,True,8.5,3.6,1.53
FRA_LIGUE1-1617-21,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Nancy,Guingamp,0,2,0,2,A,True,2.15,3.25,3.6
GER_BUNDESLIGA-1617-3,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Bundesliga,GER_BUNDESLIGA,Ein Frankfurt,Schalke 04,1,0,1,0,H,True,3.4,3.3,2.2
FRA_LIGUE1-1617-23,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Montpellier,Rennes,1,1,1,1,D,True,2.38,3.1,3.2
FRA_LIGUE1-1617-24,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Caen,Bastia,2,0,2,0,H,True,2.1,3.25,3.8
ESP_LALIGA-1617-12,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Eibar,Valencia,1,0,1,0,H,True,2.7,3.2,2.75
GER_BUNDESLIGA-1617-4,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Bundesliga,GER_BUNDESLIGA,FC Koln,Darmstadt,2,0,2,0,H,True,1.8,3.5,4.75
ENG_PL-1617-26,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Crystal Palace,Bournemouth,1,1,1,1,D,True,2.3,3.2,3.3
ENG_PL-1617-27,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Chelsea,Burnley,3,0,3,0,H,True,1.25,5.5,15.0
FRA_LIGUE1-1617-25,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Dijon,Lyon,4,2,4,2,H,True,4.33,3.6,1.83
ENG_PL-1617-25,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Everton,Stoke,1,0,1,0,H,True,1.73,3.6,5.25
ENG_PL-1617-24,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Hull,Manchester United,0,1,0,1,A,True,8.0,4.1,1.44
ENG_PL-1617-23,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Leicester,Swansea,2,1,2,1,H,True,1.73,3.6,5.25
ENG_PL-1617-22,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Tottenham,Liverpool,1,1,1,1,D,True,2.38,3.4,3.0
ENG_PL-1617-21,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Watford,Arsenal,1,3,1,3,A,True,5.0,3.75,1.73
ENG_PL-1617-20,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Southampton,Sunderland,1,1,1,1,D,True,1.57,3.6,6.5
ESP_LALIGA-1617-14,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Osasuna,Sociedad,0,2,0,2,A,True,3.1,3.1,2.5
ESP_LALIGA-1617-15,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Real Madrid,Celta,2,1,2,1,H,True,1.18,7.0,17.0
GER_BUNDESLIGA-1617-6,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Bundesliga,GER_BUNDESLIGA,M'gladbach,Leverkusen,2,1,2,1,H,True,2.3,3.4,3.1
ITA_SERIEA-1617-11,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Napoli,Milan,4,2,4,2,H,True,1.67,4.0,5.0
ITA_SERIEA-1617-10,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Lazio,Juventus,0,1,0,1,A,True,4.75,3.5,1.8
GER_BUNDESLIGA-1617-5,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Bundesliga,GER_BUNDESLIGA,Hamburg,Ingolstadt,1,1,1,1,D,True,2.2,3.2,3.5
FRA_LIGUE1-1617-26,2016-08-27T00:00:00.000Z,2016-08-27T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Metz,Angers,2,0,2,0,H,True,2.5,3.0,3.2
ITA_SERIEA-1617-16,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Inter,Palermo,1,1,1,1,D,True,1.33,4.75,10.0
ITA_SERIEA-1617-18,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Sassuolo,Pescara,0,3,0,3,A,True,1.62,3.75,6.0
ITA_SERIEA-1617-17,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Sampdoria,Atalanta,2,1,2,1,H,True,2.25,3.2,3.4
GER_BUNDESLIGA-1617-7,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Bundesliga,GER_BUNDESLIGA,Hertha,Freiburg,2,1,2,1,H,True,2.15,3.3,3.5
ITA_SERIEA-1617-15,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Fiorentina,Chievo,1,0,1,0,H,True,1.67,3.75,5.5
ITA_SERIEA-1617-14,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Crotone,Genoa,1,3,1,3,A,True,4.0,3.4,1.91
ITA_SERIEA-1617-13,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Cagliari,Roma,2,2,2,2,D,True,4.75,3.75,1.7
ITA_SERIEA-1617-12,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Torino,Bologna,5,1,5,1,H,True,1.85,3.5,4.5
ITA_SERIEA-1617-19,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Serie A,ITA_SERIEA,Udinese,Empoli,2,0,2,0,H,True,2.05,3.4,3.75
GER_BUNDESLIGA-1617-8,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Bundesliga,GER_BUNDESLIGA,Hoffenheim,RB Leipzig,2,2,2,2,D,True,2.5,3.25,2.9
ESP_LALIGA-1617-18,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Las Palmas,Granada,5,1,5,1,H,True,1.91,3.4,4.33
FRA_LIGUE1-1617-27,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Bordeaux,Nantes,1,0,1,0,H,True,2.05,3.1,4.2
ENG_PL-1617-29,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,West Brom,Middlesbrough,0,0,0,0,D,True,2.6,3.1,2.9
ESP_LALIGA-1617-19,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Villarreal,Sevilla,0,0,0,0,D,True,2.5,3.4,2.8
ENG_PL-1617-28,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Manchester City,West Ham,3,1,3,1,H,True,1.25,6.0,11.0
FRA_LIGUE1-1617-28,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Monaco,Paris SG,3,1,3,1,H,True,4.75,3.5,1.8
FRA_LIGUE1-1617-29,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,St Etienne,Toulouse,0,0,0,0,D,True,2.15,3.25,3.6
ESP_LALIGA-1617-16,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Alaves,Sp Gijon,0,0,0,0,D,True,2.15,3.2,3.75
ESP_LALIGA-1617-17,2016-08-28T00:00:00.000Z,2016-08-28T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Athletic Bilbao,Barcelona,0,1,0,1,A,True,6.5,4.33,1.5
ESP_LALIGA-1617-20,2016-09-09T00:00:00.000Z,2016-09-09T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Sociedad,Espanol,1,1,1,1,D,True,2.05,3.4,3.75
GER_BUNDESLIGA-1617-9,2016-09-09T00:00:00.000Z,2016-09-09T00:00:00.000Z,07:30 PM IST,2016-17,football,Bundesliga,GER_BUNDESLIGA,Schalke 04,Bayern Munich,0,2,0,2,A,True,10.0,5.5,1.3
FRA_LIGUE1-1617-30,2016-09-09T00:00:00.000Z,2016-09-09T00:00:00.000Z,07:30 PM IST,2016-17,football,Ligue 1,FRA_LIGUE1,Paris SG,St Etienne,1,1,1,1,D,True,1.33,5.25,9.5
ESP_LALIGA-1617-25,2016-09-10T00:00:00.000Z,2016-09-10T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Malaga,Villarreal,0,2,0,2,A,True,2.3,3.1,3.3
ESP_LALIGA-1617-24,2016-09-10T00:00:00.000Z,2016-09-10T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Celta,Atletico Madrid,0,4,0,4,A,True,6.0,3.3,1.73
ESP_LALIGA-1617-23,2016-09-10T00:00:00.000Z,2016-09-10T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Barcelona,Alaves,1,2,1,2,A,True,1.07,12.0,34.0
ESP_LALIGA-1617-22,2016-09-10T00:00:00.000Z,2016-09-10T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Real Madrid,Osasuna,5,2,5,2,H,True,1.04,15.0,34.0
ESP_LALIGA-1617-21,2016-09-10T00:00:00.000Z,2016-09-10T00:00:00.000Z,07:30 PM IST,2016-17,football,La Liga,ESP_LALIGA,Sevilla,Las Palmas,2,1,2,1,H,True,1.5,4.33,6.0
ENG_PL-1617-34,2016-09-10T00:00:00.000Z,2016-09-10T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Burnley,Hull,1,1,1,1,D,True,2.45,3.1,3.4
ENG_PL-1617-30,2016-09-10T00:00:00.000Z,2016-09-10T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,West Ham,Watford,2,4,2,4,A,True,1.91,3.6,4.5
ENG_PL-1617-31,2016-09-10T00:00:00.000Z,2016-09-10T00:00:00.000Z,07:30 PM IST,2016-17,football,Premier League,ENG_PL,Middlesbrough,Crystal Palace,1,2,1,2,A,True,2.3,3.2,3.6
